technology,parameter,technology_year,value
other fuel supply,co2_emissions,2023,0.27
other fuel supply,co2_emissions,2025,0.27
other fuel supply,co2_emissions,2030,0.27
other fuel supply,co2_emissions,2035,0.27
other fuel supply,co2_emissions,2040,0.27
other fuel supply,co2_emissions,2045,0.27
other fuel supply,co2_emissions,2050,0.27
other fuel supply,variable_cost,2020,180.0
other fuel supply,variable_cost,2021,180.0
other fuel supply,variable_cost,2022,180.0
other fuel supply,variable_cost,2023,180.0
other fuel supply,variable_cost,2025,180.0
other fuel supply,variable_cost,2030,180.0
other fuel supply,variable_cost,2035,180.0
other fuel supply,variable_cost,2040,180.0
other fuel supply,variable_cost,2045,180.0
other fuel supply,variable_cost,2050,180.0
other heat,efficiency,2015,0.9
other heat,efficiency,2020,0.9
other heat,efficiency,2025,0.9
other heat,efficiency,2030,0.9
other heat,efficiency,2035,0.9
other heat,efficiency,2040,0.9
other heat,efficiency,2045,0.9
other heat,efficiency,2050,0.9
other heat,fixed_cost,2015,250000.0
other heat,fixed_cost,2020,250000.0
other heat,fixed_cost,2025,250000.0
other heat,fixed_cost,2030,250000.0
other heat,fixed_cost,2035,250000.0
other heat,fixed_cost,2040,250000.0
other heat,fixed_cost,2045,250000.0
other heat,fixed_cost,2050,250000.0
other heat,investment_cost,2015,5700000.0
other heat,investment_cost,2020,5700000.0
other heat,investment_cost,2025,5700000.0
other heat,investment_cost,2030,5700000.0
other heat,investment_cost,2035,5700000.0
other heat,investment_cost,2040,5700000.0
other heat,investment_cost,2045,5700000.0
other heat,investment_cost,2050,5700000.0
other heat,lifetime,2015,25.0
other heat,lifetime,2020,25.0
other heat,lifetime,2025,25.0
other heat,lifetime,2030,25.0
other heat,lifetime,2035,25.0
other heat,lifetime,2040,25.0
other heat,lifetime,2045,25.0
other heat,lifetime,2050,25.0
other heat,p_max_pu_annual,2015,0.96
other heat,p_max_pu_annual,2020,0.96
other heat,p_max_pu_annual,2025,0.96
other heat,p_max_pu_annual,2030,0.96
other heat,p_max_pu_annual,2035,0.96
other heat,p_max_pu_annual,2040,0.96
other heat,p_max_pu_annual,2045,0.96
other heat,p_max_pu_annual,2050,0.96
other heat,variable_cost,2015,27.0
other heat,variable_cost,2020,27.0
other heat,variable_cost,2025,27.0
other heat,variable_cost,2030,27.0
other heat,variable_cost,2035,27.0
other heat,variable_cost,2040,27.0
other heat,variable_cost,2045,27.0
other heat,variable_cost,2050,27.0
process emissions supply,co2_emissions,2015,1.0
process emissions supply,co2_emissions,2020,1.0
process emissions supply,co2_emissions,2021,1.0
process emissions supply,co2_emissions,2022,1.0
process emissions supply,co2_emissions,2023,1.0
process emissions supply,co2_emissions,2025,1.0
process emissions supply,co2_emissions,2030,1.0
process emissions supply,co2_emissions,2035,1.0
process emissions supply,co2_emissions,2040,1.0
process emissions supply,co2_emissions,2045,1.0
process emissions supply,co2_emissions,2050,1.0
resistive heater large,efficiency,2015,1.0
resistive heater large,efficiency,2020,1.0
resistive heater large,efficiency,2025,1.0
resistive heater large,efficiency,2030,1.0
resistive heater large,efficiency,2035,1.0
resistive heater large,efficiency,2040,1.0
resistive heater large,efficiency,2045,1.0
resistive heater large,efficiency,2050,1.0
resistive heater large,fixed_cost,2015,6800.0
resistive heater large,fixed_cost,2020,6800.0
resistive heater large,fixed_cost,2025,6800.0
resistive heater large,fixed_cost,2030,6800.0
resistive heater large,fixed_cost,2035,6800.0
resistive heater large,fixed_cost,2040,6800.0
resistive heater large,fixed_cost,2045,6800.0
resistive heater large,fixed_cost,2050,6800.0
resistive heater large,investment_cost,2015,440000.0
resistive heater large,investment_cost,2020,440000.0
resistive heater large,investment_cost,2025,440000.0
resistive heater large,investment_cost,2030,440000.0
resistive heater large,investment_cost,2035,440000.0
resistive heater large,investment_cost,2040,440000.0
resistive heater large,investment_cost,2045,440000.0
resistive heater large,investment_cost,2050,440000.0
resistive heater large,lifetime,2015,25.0
resistive heater large,lifetime,2020,25.0
resistive heater large,lifetime,2025,25.0
resistive heater large,lifetime,2030,25.0
resistive heater large,lifetime,2035,25.0
resistive heater large,lifetime,2040,25.0
resistive heater large,lifetime,2045,25.0
resistive heater large,lifetime,2050,25.0
resistive heater large,p_max_pu_annual,2015,0.99
resistive heater large,p_max_pu_annual,2020,0.99
resistive heater large,p_max_pu_annual,2025,0.99
resistive heater large,p_max_pu_annual,2030,0.99
resistive heater large,p_max_pu_annual,2035,0.99
resistive heater large,p_max_pu_annual,2040,0.99
resistive heater large,p_max_pu_annual,2045,0.99
resistive heater large,p_max_pu_annual,2050,0.99
resistive heater large,variable_cost,2015,5.7
resistive heater large,variable_cost,2020,5.7
resistive heater large,variable_cost,2025,5.7
resistive heater large,variable_cost,2030,5.7
resistive heater large,variable_cost,2035,5.7
resistive heater large,variable_cost,2040,5.7
resistive heater large,variable_cost,2045,5.7
resistive heater large,variable_cost,2050,5.7
resistive heater small,efficiency,2015,1.0
resistive heater small,efficiency,2020,1.0
resistive heater small,efficiency,2025,1.0
resistive heater small,efficiency,2030,1.0
resistive heater small,efficiency,2035,1.0
resistive heater small,efficiency,2040,1.0
resistive heater small,efficiency,2045,1.0
resistive heater small,efficiency,2050,1.0
resistive heater small,lifetime,2015,20.0
resistive heater small,lifetime,2020,20.0
resistive heater small,lifetime,2025,20.0
resistive heater small,lifetime,2030,20.0
resistive heater small,lifetime,2035,20.0
resistive heater small,lifetime,2040,20.0
resistive heater small,lifetime,2045,20.0
resistive heater small,lifetime,2050,20.0
resistive heater small,parent_ratio,2015,1.0
resistive heater small,parent_ratio,2020,1.0
resistive heater small,parent_ratio,2025,1.0
resistive heater small,parent_ratio,2030,1.0
resistive heater small,parent_ratio,2035,1.0
resistive heater small,parent_ratio,2040,1.0
resistive heater small,parent_ratio,2045,1.0
resistive heater small,parent_ratio,2050,1.0
solar PV ground,fixed_cost,2015,60000.0
solar PV ground,fixed_cost,2020,54000.0
solar PV ground,fixed_cost,2025,49000.0
solar PV ground,fixed_cost,2030,45000.0
solar PV ground,fixed_cost,2035,42000.0
solar PV ground,fixed_cost,2040,39000.0
solar PV ground,fixed_cost,2045,37000.0
solar PV ground,fixed_cost,2050,35000.0
solar PV ground,investment_cost,2015,8500000.0
solar PV ground,investment_cost,2020,3300000.0
solar PV ground,investment_cost,2025,2800000.0
solar PV ground,investment_cost,2030,2300000.0
solar PV ground,investment_cost,2035,2100000.0
solar PV ground,investment_cost,2040,1900000.0
solar PV ground,investment_cost,2045,1800000.0
solar PV ground,investment_cost,2050,1700000.0
solar PV ground,lifetime,2015,20.0
solar PV ground,lifetime,2020,25.0
solar PV ground,lifetime,2025,25.0
solar PV ground,lifetime,2030,25.0
solar PV ground,lifetime,2035,25.0
solar PV ground,lifetime,2040,25.0
solar PV ground,lifetime,2045,25.0
solar PV ground,lifetime,2050,25.0
solar PV ground,p_max_pu_annual,2015,0.11
solar PV ground,p_max_pu_annual,2020,0.12
solar PV ground,p_max_pu_annual,2025,0.12
solar PV ground,p_max_pu_annual,2030,0.13
solar PV ground,p_max_pu_annual,2035,0.13
solar PV ground,p_max_pu_annual,2040,0.13
solar PV ground,p_max_pu_annual,2045,0.13
solar PV ground,p_max_pu_annual,2050,0.13
solar PV roof,fixed_cost,2015,86000.0
solar PV roof,fixed_cost,2020,67000.0
solar PV roof,fixed_cost,2025,61000.0
solar PV roof,fixed_cost,2030,54000.0
solar PV roof,fixed_cost,2035,52000.0
solar PV roof,fixed_cost,2040,49000.0
solar PV roof,fixed_cost,2045,47000.0
solar PV roof,fixed_cost,2050,45000.0
solar PV roof,investment_cost,2015,6700000.0
solar PV roof,investment_cost,2020,4600000.0
solar PV roof,investment_cost,2025,3800000.0
solar PV roof,investment_cost,2030,3000000.0
solar PV roof,investment_cost,2035,2800000.0
solar PV roof,investment_cost,2040,2500000.0
solar PV roof,investment_cost,2045,2400000.0
solar PV roof,investment_cost,2050,2300000.0
solar PV roof,lifetime,2015,20.0
solar PV roof,lifetime,2020,25.0
solar PV roof,lifetime,2025,25.0
solar PV roof,lifetime,2030,25.0
solar PV roof,lifetime,2035,25.0
solar PV roof,lifetime,2040,25.0
solar PV roof,lifetime,2045,25.0
solar PV roof,lifetime,2050,25.0
solar PV roof,p_max_pu_annual,2015,0.1
solar PV roof,p_max_pu_annual,2020,0.11
solar PV roof,p_max_pu_annual,2025,0.12
solar PV roof,p_max_pu_annual,2030,0.12
solar PV roof,p_max_pu_annual,2035,0.12
solar PV roof,p_max_pu_annual,2040,0.12
solar PV roof,p_max_pu_annual,2045,0.12
solar PV roof,p_max_pu_annual,2050,0.12
solar thermal large,efficiency,2015,0.45
solar thermal large,efficiency,2020,0.45
solar thermal large,efficiency,2025,0.45
solar thermal large,efficiency,2030,0.45
solar thermal large,efficiency,2035,0.45
solar thermal large,efficiency,2040,0.45
solar thermal large,efficiency,2045,0.45
solar thermal large,efficiency,2050,0.45
solar thermal large,fixed_cost,2015,380.0
solar thermal large,fixed_cost,2020,380.0
solar thermal large,fixed_cost,2025,380.0
solar thermal large,fixed_cost,2030,380.0
solar thermal large,fixed_cost,2035,380.0
solar thermal large,fixed_cost,2040,380.0
solar thermal large,fixed_cost,2045,380.0
solar thermal large,fixed_cost,2050,380.0
solar thermal large,investment_cost,2015,2000000.0
solar thermal large,investment_cost,2020,2000000.0
solar thermal large,investment_cost,2025,2000000.0
solar thermal large,investment_cost,2030,2000000.0
solar thermal large,investment_cost,2035,2000000.0
solar thermal large,investment_cost,2040,2000000.0
solar thermal large,investment_cost,2045,2000000.0
solar thermal large,investment_cost,2050,2000000.0
solar thermal large,lifetime,2015,30.0
solar thermal large,lifetime,2020,30.0
solar thermal large,lifetime,2025,30.0
solar thermal large,lifetime,2030,30.0
solar thermal large,lifetime,2035,30.0
solar thermal large,lifetime,2040,30.0
solar thermal large,lifetime,2045,30.0
solar thermal large,lifetime,2050,30.0
solar thermal large,variable_cost,2015,1.3
solar thermal large,variable_cost,2020,1.3
solar thermal large,variable_cost,2025,1.3
solar thermal large,variable_cost,2030,1.3
solar thermal large,variable_cost,2035,1.3
solar thermal large,variable_cost,2040,1.3
solar thermal large,variable_cost,2045,1.3
solar thermal large,variable_cost,2050,1.3
wind offshore,fixed_cost,2015,300000.0
wind offshore,fixed_cost,2020,300000.0
wind offshore,fixed_cost,2025,250000.0
wind offshore,fixed_cost,2030,230000.0
wind offshore,fixed_cost,2035,220000.0
wind offshore,fixed_cost,2040,200000.0
wind offshore,fixed_cost,2045,200000.0
wind offshore,fixed_cost,2050,200000.0
wind offshore,investment_cost,2015,20000000.0
wind offshore,investment_cost,2020,20000000.0
wind offshore,investment_cost,2025,18000000.0
wind offshore,investment_cost,2030,17000000.0
wind offshore,investment_cost,2035,17000000.0
wind offshore,investment_cost,2040,16000000.0
wind offshore,investment_cost,2045,16000000.0
wind offshore,investment_cost,2050,16000000.0
wind offshore,lifetime,2015,25.0
wind offshore,lifetime,2020,30.0
wind offshore,lifetime,2025,30.0
wind offshore,lifetime,2030,30.0
wind offshore,lifetime,2035,30.0
wind offshore,lifetime,2040,30.0
wind offshore,lifetime,2045,30.0
wind offshore,lifetime,2050,30.0
wind offshore,p_max_pu_annual,2015,0.44
wind offshore,p_max_pu_annual,2020,0.44
wind offshore,p_max_pu_annual,2025,0.48
wind offshore,p_max_pu_annual,2030,0.48
wind offshore,p_max_pu_annual,2035,0.48
wind offshore,p_max_pu_annual,2040,0.49
wind offshore,p_max_pu_annual,2045,0.49
wind offshore,p_max_pu_annual,2050,0.49
wind offshore,variable_cost,2015,30.0
wind offshore,variable_cost,2020,30.0
wind offshore,variable_cost,2025,30.0
wind offshore,variable_cost,2030,30.0
wind offshore,variable_cost,2035,30.0
wind offshore,variable_cost,2040,30.0
wind offshore,variable_cost,2045,30.0
wind offshore,variable_cost,2050,30.0
wind onshore,fixed_cost,2015,160000.0
wind onshore,fixed_cost,2020,98000.0
wind onshore,fixed_cost,2025,100000.0
wind onshore,fixed_cost,2030,99000.0
wind onshore,fixed_cost,2035,97000.0
wind onshore,fixed_cost,2040,95000.0
wind onshore,fixed_cost,2045,94000.0
wind onshore,fixed_cost,2050,93000.0
wind onshore,investment_cost,2015,9100000.0
wind onshore,investment_cost,2020,7100000.0
wind onshore,investment_cost,2025,7600000.0
wind onshore,investment_cost,2030,7400000.0
wind onshore,investment_cost,2035,7200000.0
wind onshore,investment_cost,2040,7100000.0
wind onshore,investment_cost,2045,7100000.0
wind onshore,investment_cost,2050,7000000.0
wind onshore,lifetime,2015,20.0
wind onshore,lifetime,2020,25.0
wind onshore,lifetime,2025,25.0
wind onshore,lifetime,2030,25.0
wind onshore,lifetime,2035,25.0
wind onshore,lifetime,2040,25.0
wind onshore,lifetime,2045,25.0
wind onshore,lifetime,2050,25.0
wind onshore,p_max_pu_annual,2015,0.28
wind onshore,p_max_pu_annual,2020,0.31
wind onshore,p_max_pu_annual,2025,0.32
wind onshore,p_max_pu_annual,2030,0.32
wind onshore,p_max_pu_annual,2035,0.33
wind onshore,p_max_pu_annual,2040,0.33
wind onshore,p_max_pu_annual,2045,0.34
wind onshore,p_max_pu_annual,2050,0.34
wind onshore,variable_cost,2015,13.0
wind onshore,variable_cost,2020,13.0
wind onshore,variable_cost,2025,13.0
wind onshore,variable_cost,2030,13.0
wind onshore,variable_cost,2035,13.0
wind onshore,variable_cost,2040,13.0
wind onshore,variable_cost,2045,13.0
wind onshore,variable_cost,2050,13.0
wind onshore old,fixed_cost,2015,160000.0
wind onshore old,fixed_cost,2020,160000.0
wind onshore old,fixed_cost,2025,160000.0
wind onshore old,fixed_cost,2030,160000.0
wind onshore old,fixed_cost,2035,160000.0
wind onshore old,fixed_cost,2040,160000.0
wind onshore old,fixed_cost,2045,160000.0
wind onshore old,fixed_cost,2050,160000.0
wind onshore old,lifetime,2015,20.0
wind onshore old,lifetime,2020,20.0
wind onshore old,lifetime,2025,20.0
wind onshore old,lifetime,2030,20.0
wind onshore old,lifetime,2035,20.0
wind onshore old,lifetime,2040,20.0
wind onshore old,lifetime,2045,20.0
wind onshore old,lifetime,2050,20.0
wind onshore old,p_max_pu_annual,2015,0.28
wind onshore old,p_max_pu_annual,2020,0.28
wind onshore old,p_max_pu_annual,2025,0.28
wind onshore old,p_max_pu_annual,2030,0.28
wind onshore old,p_max_pu_annual,2035,0.28
wind onshore old,p_max_pu_annual,2040,0.28
wind onshore old,p_max_pu_annual,2045,0.28
wind onshore old,p_max_pu_annual,2050,0.28
wind onshore old,variable_cost,2015,18.0
wind onshore old,variable_cost,2020,18.0
wind onshore old,variable_cost,2025,18.0
wind onshore old,variable_cost,2030,18.0
wind onshore old,variable_cost,2035,18.0
wind onshore old,variable_cost,2040,18.0
wind onshore old,variable_cost,2045,18.0
wind onshore old,variable_cost,2050,18.0
wind onshore small,fixed_cost,2015,630000.0
wind onshore small,fixed_cost,2020,600000.0
wind onshore small,fixed_cost,2025,580000.0
wind onshore small,fixed_cost,2030,570000.0
wind onshore small,fixed_cost,2035,560000.0
wind onshore small,fixed_cost,2040,550000.0
wind onshore small,fixed_cost,2045,550000.0
wind onshore small,fixed_cost,2050,540000.0
wind onshore small,investment_cost,2015,25000000.0
wind onshore small,investment_cost,2020,24000000.0
wind onshore small,investment_cost,2025,23000000.0
wind onshore small,investment_cost,2030,23000000.0
wind onshore small,investment_cost,2035,23000000.0
wind onshore small,investment_cost,2040,22000000.0
wind onshore small,investment_cost,2045,22000000.0
wind onshore small,investment_cost,2050,22000000.0
wind onshore small,lifetime,2015,20.0
wind onshore small,lifetime,2020,20.0
wind onshore small,lifetime,2025,20.0
wind onshore small,lifetime,2030,20.0
wind onshore small,lifetime,2035,20.0
wind onshore small,lifetime,2040,20.0
wind onshore small,lifetime,2045,20.0
wind onshore small,lifetime,2050,20.0
wind onshore small,p_max_pu_annual,2015,0.14
wind onshore small,p_max_pu_annual,2020,0.16
wind onshore small,p_max_pu_annual,2025,0.17
wind onshore small,p_max_pu_annual,2030,0.18
wind onshore small,p_max_pu_annual,2035,0.18
wind onshore small,p_max_pu_annual,2040,0.19
wind onshore small,p_max_pu_annual,2045,0.19
wind onshore small,p_max_pu_annual,2050,0.2
