name,area,area2,technology,qualifier,build_year,retire_year,cumulative,nom
PL centralised other heating from natural gas bus 2022,PL,,centralised other heating,from natural gas bus,2022,2022,TRUE,inf
PL centralised other heating from natural gas bus 2023,PL,,centralised other heating,from natural gas bus,2023,2023,TRUE,inf
PL centralised other heating from other bus 2020,PL,,centralised other heating,from other bus,2020,2020,TRUE,inf
PL centralised other heating from other bus 2021,PL,,centralised other heating,from other bus,2021,2021,TRUE,inf
PL centralised other heating from other bus 2022,PL,,centralised other heating,from other bus,2022,2022,TRUE,inf
PL centralised other heating from other bus 2023,PL,,centralised other heating,from other bus,2023,2023,TRUE,inf
PL centralised space heating from biomass and biogas bus 2020,PL,,centralised space heating,from biomass and biogas bus,2020,2020,TRUE,inf
PL centralised space heating from biomass and biogas bus 2021,PL,,centralised space heating,from biomass and biogas bus,2021,2021,TRUE,inf
PL centralised space heating from biomass and biogas bus 2022,PL,,centralised space heating,from biomass and biogas bus,2022,2022,TRUE,inf
PL centralised space heating from biomass and biogas bus 2023,PL,,centralised space heating,from biomass and biogas bus,2023,2023,TRUE,inf
PL centralised space heating from hard coal bus 2020,PL,,centralised space heating,from hard coal bus,2020,2020,TRUE,inf
PL centralised space heating from hard coal bus 2021,PL,,centralised space heating,from hard coal bus,2021,2021,TRUE,inf
PL centralised space heating from hard coal bus 2022,PL,,centralised space heating,from hard coal bus,2022,2022,TRUE,inf
PL centralised space heating from hard coal bus 2023,PL,,centralised space heating,from hard coal bus,2023,2023,TRUE,inf
PL centralised space heating from natural gas bus 2020,PL,,centralised space heating,from natural gas bus,2020,2020,TRUE,inf
PL centralised space heating from natural gas bus 2021,PL,,centralised space heating,from natural gas bus,2021,2021,TRUE,inf
PL centralised space heating from natural gas bus 2022,PL,,centralised space heating,from natural gas bus,2022,2022,TRUE,inf
PL centralised space heating from natural gas bus 2023,PL,,centralised space heating,from natural gas bus,2023,2023,TRUE,inf
PL centralised space heating from other bus 2020,PL,,centralised space heating,from other bus,2020,2020,TRUE,inf
PL centralised space heating from other bus 2021,PL,,centralised space heating,from other bus,2021,2021,TRUE,inf
PL centralised space heating from other bus 2022,PL,,centralised space heating,from other bus,2022,2022,TRUE,inf
PL centralised space heating from other bus 2023,PL,,centralised space heating,from other bus,2023,2023,TRUE,inf
PL centralised water heating from biomass and biogas bus 2020,PL,,centralised water heating,from biomass and biogas bus,2020,2020,TRUE,inf
PL centralised water heating from biomass and biogas bus 2021,PL,,centralised water heating,from biomass and biogas bus,2021,2021,TRUE,inf
PL centralised water heating from biomass and biogas bus 2022,PL,,centralised water heating,from biomass and biogas bus,2022,2022,TRUE,inf
PL centralised water heating from biomass and biogas bus 2023,PL,,centralised water heating,from biomass and biogas bus,2023,2023,TRUE,inf
PL centralised water heating from hard coal bus 2020,PL,,centralised water heating,from hard coal bus,2020,2020,TRUE,inf
PL centralised water heating from hard coal bus 2021,PL,,centralised water heating,from hard coal bus,2021,2021,TRUE,inf
PL centralised water heating from hard coal bus 2022,PL,,centralised water heating,from hard coal bus,2022,2022,TRUE,inf
PL centralised water heating from hard coal bus 2023,PL,,centralised water heating,from hard coal bus,2023,2023,TRUE,inf
PL centralised water heating from natural gas bus 2020,PL,,centralised water heating,from natural gas bus,2020,2020,TRUE,inf
PL centralised water heating from natural gas bus 2021,PL,,centralised water heating,from natural gas bus,2021,2021,TRUE,inf
PL centralised water heating from natural gas bus 2022,PL,,centralised water heating,from natural gas bus,2022,2022,TRUE,inf
PL centralised water heating from natural gas bus 2023,PL,,centralised water heating,from natural gas bus,2023,2023,TRUE,inf
PL centralised water heating from other bus 2020,PL,,centralised water heating,from other bus,2020,2020,TRUE,inf
PL centralised water heating from other bus 2021,PL,,centralised water heating,from other bus,2021,2021,TRUE,inf
PL centralised water heating from other bus 2022,PL,,centralised water heating,from other bus,2022,2022,TRUE,inf
PL centralised water heating from other bus 2023,PL,,centralised water heating,from other bus,2023,2023,TRUE,inf
PL CZ electricity export AC 2020,PL,CZ,electricity export AC,,2020,2020,TRUE,2330.0
PL CZ electricity export AC 2021,PL,CZ,electricity export AC,,2021,2021,TRUE,2330.0
PL CZ electricity export AC 2022,PL,CZ,electricity export AC,,2022,2022,TRUE,2330.0
PL CZ electricity export AC 2023,PL,CZ,electricity export AC,,2023,2023,TRUE,2330.0
PL CZ electricity export AC 2025,PL,CZ,electricity export AC,,2025,2025,TRUE,2330.0
PL CZ electricity export AC 2030,PL,CZ,electricity export AC,,2030,2030,TRUE,2330.0
PL CZ electricity export AC 2035,PL,CZ,electricity export AC,,2035,2035,TRUE,2330.0
PL CZ electricity export AC 2040,PL,CZ,electricity export AC,,2040,2040,TRUE,2330.0
PL CZ electricity export AC 2045,PL,CZ,electricity export AC,,2045,2045,TRUE,2330.0
PL CZ electricity export AC 2050,PL,CZ,electricity export AC,,2050,2050,TRUE,2330.0
PL DE electricity export AC 2020,PL,DE,electricity export AC,,2020,2020,TRUE,1900.0
PL DE electricity export AC 2021,PL,DE,electricity export AC,,2021,2021,TRUE,1900.0
PL DE electricity export AC 2022,PL,DE,electricity export AC,,2022,2022,TRUE,1900.0
PL DE electricity export AC 2023,PL,DE,electricity export AC,,2023,2023,TRUE,1900.0
PL DE electricity export AC 2025,PL,DE,electricity export AC,,2025,2025,TRUE,1900.0
PL DE electricity export AC 2030,PL,DE,electricity export AC,,2030,2030,TRUE,2540.0
PL DE electricity export AC 2035,PL,DE,electricity export AC,,2035,2035,TRUE,2540.0
PL DE electricity export AC 2040,PL,DE,electricity export AC,,2040,2040,TRUE,2540.0
PL DE electricity export AC 2045,PL,DE,electricity export AC,,2045,2045,TRUE,2540.0
PL DE electricity export AC 2050,PL,DE,electricity export AC,,2050,2050,TRUE,2540.0
PL decentralised space heating from biomass bus 2020,PL,,decentralised space heating,from biomass bus,2020,2020,TRUE,inf
PL decentralised space heating from biomass bus 2021,PL,,decentralised space heating,from biomass bus,2021,2021,TRUE,inf
PL decentralised space heating from biomass bus 2022,PL,,decentralised space heating,from biomass bus,2022,2022,TRUE,inf
PL decentralised space heating from biomass bus 2023,PL,,decentralised space heating,from biomass bus,2023,2023,TRUE,inf
PL decentralised space heating from hard coal bus 2020,PL,,decentralised space heating,from hard coal bus,2020,2020,TRUE,inf
PL decentralised space heating from hard coal bus 2021,PL,,decentralised space heating,from hard coal bus,2021,2021,TRUE,inf
PL decentralised space heating from hard coal bus 2022,PL,,decentralised space heating,from hard coal bus,2022,2022,TRUE,inf
PL decentralised space heating from hard coal bus 2023,PL,,decentralised space heating,from hard coal bus,2023,2023,TRUE,inf
PL decentralised space heating from heat pump bus 2020,PL,,decentralised space heating,from heat pump bus,2020,2020,TRUE,inf
PL decentralised space heating from heat pump bus 2021,PL,,decentralised space heating,from heat pump bus,2021,2021,TRUE,inf
PL decentralised space heating from heat pump bus 2022,PL,,decentralised space heating,from heat pump bus,2022,2022,TRUE,inf
PL decentralised space heating from heat pump bus 2023,PL,,decentralised space heating,from heat pump bus,2023,2023,TRUE,inf
PL decentralised space heating from natural gas bus 2020,PL,,decentralised space heating,from natural gas bus,2020,2020,TRUE,inf
PL decentralised space heating from natural gas bus 2021,PL,,decentralised space heating,from natural gas bus,2021,2021,TRUE,inf
PL decentralised space heating from natural gas bus 2022,PL,,decentralised space heating,from natural gas bus,2022,2022,TRUE,inf
PL decentralised space heating from natural gas bus 2023,PL,,decentralised space heating,from natural gas bus,2023,2023,TRUE,inf
PL decentralised space heating from other bus 2020,PL,,decentralised space heating,from other bus,2020,2020,TRUE,inf
PL decentralised space heating from other bus 2021,PL,,decentralised space heating,from other bus,2021,2021,TRUE,inf
PL decentralised space heating from other bus 2022,PL,,decentralised space heating,from other bus,2022,2022,TRUE,inf
PL decentralised space heating from other bus 2023,PL,,decentralised space heating,from other bus,2023,2023,TRUE,inf
PL decentralised space heating from other RES bus 2020,PL,,decentralised space heating,from other RES bus,2020,2020,TRUE,inf
PL decentralised space heating from other RES bus 2021,PL,,decentralised space heating,from other RES bus,2021,2021,TRUE,inf
PL decentralised space heating from other RES bus 2022,PL,,decentralised space heating,from other RES bus,2022,2022,TRUE,inf
PL decentralised space heating from other RES bus 2023,PL,,decentralised space heating,from other RES bus,2023,2023,TRUE,inf
PL decentralised space heating from resistive heater bus 2020,PL,,decentralised space heating,from resistive heater bus,2020,2020,TRUE,inf
PL decentralised space heating from resistive heater bus 2021,PL,,decentralised space heating,from resistive heater bus,2021,2021,TRUE,inf
PL decentralised space heating from resistive heater bus 2022,PL,,decentralised space heating,from resistive heater bus,2022,2022,TRUE,inf
PL decentralised space heating from resistive heater bus 2023,PL,,decentralised space heating,from resistive heater bus,2023,2023,TRUE,inf
PL decentralised water heating from biomass bus 2020,PL,,decentralised water heating,from biomass bus,2020,2020,TRUE,inf
PL decentralised water heating from biomass bus 2021,PL,,decentralised water heating,from biomass bus,2021,2021,TRUE,inf
PL decentralised water heating from biomass bus 2022,PL,,decentralised water heating,from biomass bus,2022,2022,TRUE,inf
PL decentralised water heating from biomass bus 2023,PL,,decentralised water heating,from biomass bus,2023,2023,TRUE,inf
PL decentralised water heating from hard coal bus 2020,PL,,decentralised water heating,from hard coal bus,2020,2020,TRUE,inf
PL decentralised water heating from hard coal bus 2021,PL,,decentralised water heating,from hard coal bus,2021,2021,TRUE,inf
PL decentralised water heating from hard coal bus 2022,PL,,decentralised water heating,from hard coal bus,2022,2022,TRUE,inf
PL decentralised water heating from hard coal bus 2023,PL,,decentralised water heating,from hard coal bus,2023,2023,TRUE,inf
PL decentralised water heating from heat pump bus 2020,PL,,decentralised water heating,from heat pump bus,2020,2020,TRUE,inf
PL decentralised water heating from heat pump bus 2021,PL,,decentralised water heating,from heat pump bus,2021,2021,TRUE,inf
PL decentralised water heating from heat pump bus 2022,PL,,decentralised water heating,from heat pump bus,2022,2022,TRUE,inf
PL decentralised water heating from heat pump bus 2023,PL,,decentralised water heating,from heat pump bus,2023,2023,TRUE,inf
PL decentralised water heating from natural gas bus 2020,PL,,decentralised water heating,from natural gas bus,2020,2020,TRUE,inf
PL decentralised water heating from natural gas bus 2021,PL,,decentralised water heating,from natural gas bus,2021,2021,TRUE,inf
PL decentralised water heating from natural gas bus 2022,PL,,decentralised water heating,from natural gas bus,2022,2022,TRUE,inf
PL decentralised water heating from natural gas bus 2023,PL,,decentralised water heating,from natural gas bus,2023,2023,TRUE,inf
PL decentralised water heating from other bus 2020,PL,,decentralised water heating,from other bus,2020,2020,TRUE,inf
PL decentralised water heating from other bus 2021,PL,,decentralised water heating,from other bus,2021,2021,TRUE,inf
PL decentralised water heating from other bus 2022,PL,,decentralised water heating,from other bus,2022,2022,TRUE,inf
PL decentralised water heating from other bus 2023,PL,,decentralised water heating,from other bus,2023,2023,TRUE,inf
PL decentralised water heating from other RES bus 2020,PL,,decentralised water heating,from other RES bus,2020,2020,TRUE,inf
PL decentralised water heating from other RES bus 2021,PL,,decentralised water heating,from other RES bus,2021,2021,TRUE,inf
PL decentralised water heating from other RES bus 2022,PL,,decentralised water heating,from other RES bus,2022,2022,TRUE,inf
PL decentralised water heating from other RES bus 2023,PL,,decentralised water heating,from other RES bus,2023,2023,TRUE,inf
PL decentralised water heating from resistive heater bus 2020,PL,,decentralised water heating,from resistive heater bus,2020,2020,TRUE,inf
PL decentralised water heating from resistive heater bus 2021,PL,,decentralised water heating,from resistive heater bus,2021,2021,TRUE,inf
PL decentralised water heating from resistive heater bus 2022,PL,,decentralised water heating,from resistive heater bus,2022,2022,TRUE,inf
PL decentralised water heating from resistive heater bus 2023,PL,,decentralised water heating,from resistive heater bus,2023,2023,TRUE,inf
PL district heating to and from biomass and biogas bus 2020,PL,,district heating,to and from biomass and biogas bus,2020,2020,TRUE,2980.0
PL district heating to and from biomass and biogas bus 2021,PL,,district heating,to and from biomass and biogas bus,2021,2021,TRUE,3270.0
PL district heating to and from biomass and biogas bus 2022,PL,,district heating,to and from biomass and biogas bus,2022,2022,TRUE,3270.0
PL district heating to and from biomass and biogas bus 2023,PL,,district heating,to and from biomass and biogas bus,2023,2023,TRUE,3270.0
PL district heating to and from hard coal bus 2020,PL,,district heating,to and from hard coal bus,2020,2020,TRUE,31230.0
PL district heating to and from hard coal bus 2021,PL,,district heating,to and from hard coal bus,2021,2021,TRUE,33000.0
PL district heating to and from hard coal bus 2022,PL,,district heating,to and from hard coal bus,2022,2022,TRUE,30190.0
PL district heating to and from hard coal bus 2023,PL,,district heating,to and from hard coal bus,2023,2023,TRUE,30190.0
PL district heating to and from natural gas bus 2020,PL,,district heating,to and from natural gas bus,2020,2020,TRUE,4190.0
PL district heating to and from natural gas bus 2021,PL,,district heating,to and from natural gas bus,2021,2021,TRUE,4670.0
PL district heating to and from natural gas bus 2022,PL,,district heating,to and from natural gas bus,2022,2022,TRUE,4650.0
PL district heating to and from natural gas bus 2023,PL,,district heating,to and from natural gas bus,2023,2023,TRUE,4650.0
PL district heating to and from other bus 2020,PL,,district heating,to and from other bus,2020,2020,TRUE,1730.0
PL district heating to and from other bus 2021,PL,,district heating,to and from other bus,2021,2021,TRUE,1950.0
PL district heating to and from other bus 2022,PL,,district heating,to and from other bus,2022,2022,TRUE,1990.0
PL district heating to and from other bus 2023,PL,,district heating,to and from other bus,2023,2023,TRUE,1990.0
PL electricity final use 2020,PL,,electricity final use,,2020,2020,TRUE,inf
PL electricity final use 2021,PL,,electricity final use,,2021,2021,TRUE,inf
PL electricity final use 2022,PL,,electricity final use,,2022,2022,TRUE,inf
PL electricity final use 2023,PL,,electricity final use,,2023,2023,TRUE,inf
PL electricity grid 2020,PL,,electricity grid,,2020,2020,TRUE,inf
PL electricity grid 2021,PL,,electricity grid,,2021,2021,TRUE,inf
PL electricity grid 2022,PL,,electricity grid,,2022,2022,TRUE,inf
PL electricity grid 2023,PL,,electricity grid,,2023,2023,TRUE,inf
PL hard coal boiler to hard coal bus 2020,PL,,hard coal boiler,to hard coal bus,2020,2020,TRUE,28120.0
PL hard coal boiler to hard coal bus 2021,PL,,hard coal boiler,to hard coal bus,2021,2021,TRUE,27010.0
PL hard coal boiler to hard coal bus 2022,PL,,hard coal boiler,to hard coal bus,2022,2022,TRUE,21670.0
PL hard coal boiler to hard coal bus 2023,PL,,hard coal boiler,to hard coal bus,2023,2023,TRUE,21670.0
PL hard coal CHP industrial 2020,PL,,hard coal CHP,industrial,2020,2020,TRUE,950.0
PL hard coal CHP industrial 2021,PL,,hard coal CHP,industrial,2021,2021,TRUE,960.0
PL hard coal CHP industrial 2022,PL,,hard coal CHP,industrial,2022,2022,TRUE,1010.0
PL hard coal CHP industrial 2023,PL,,hard coal CHP,industrial,2023,2023,TRUE,1030.0
PL hard coal CHP public 2020,PL,,hard coal CHP,public,2020,2020,TRUE,4450.0
PL hard coal CHP public 2021,PL,,hard coal CHP,public,2021,2021,TRUE,4680.0
PL hard coal CHP public 2022,PL,,hard coal CHP,public,2022,2022,TRUE,4120.0
PL hard coal CHP public 2023,PL,,hard coal CHP,public,2023,2023,TRUE,4120.0
PL hard coal heat to hard coal bus 2020,PL,,hard coal heat,to hard coal bus,2020,2020,TRUE,36910.0
PL hard coal heat to hard coal bus 2021,PL,,hard coal heat,to hard coal bus,2021,2021,TRUE,35630.0
PL hard coal heat to hard coal bus 2022,PL,,hard coal heat,to hard coal bus,2022,2022,TRUE,34210.0
PL hard coal heat to hard coal bus 2023,PL,,hard coal heat,to hard coal bus,2023,2023,TRUE,34210.0
PL hard coal power old public 2020,PL,,hard coal power old,public,2020,2020,TRUE,12600.0
PL hard coal power old public 2021,PL,,hard coal power old,public,2021,2021,TRUE,11520.0
PL hard coal power old public 2022,PL,,hard coal power old,public,2022,2022,TRUE,11090.0
PL hard coal power old public 2023,PL,,hard coal power old,public,2023,2023,TRUE,11090.0
PL hard coal power SC public 2020,PL,,hard coal power SC,public,2020,2020,TRUE,4050.0
PL hard coal power SC public 2021,PL,,hard coal power SC,public,2021,2021,TRUE,4050.0
PL hard coal power SC public 2022,PL,,hard coal power SC,public,2022,2022,TRUE,4050.0
PL hard coal power SC public 2023,PL,,hard coal power SC,public,2023,2023,TRUE,4050.0
PL hard coal supply 2020,PL,,hard coal supply,,2020,2020,TRUE,inf
PL hard coal supply 2021,PL,,hard coal supply,,2021,2021,TRUE,inf
PL hard coal supply 2022,PL,,hard coal supply,,2022,2022,TRUE,inf
PL hard coal supply 2023,PL,,hard coal supply,,2023,2023,TRUE,inf
PL heat pump small AW to heat pump bus 2020,PL,,heat pump small AW,to heat pump bus,2020,2020,TRUE,2970.0
PL heat pump small AW to heat pump bus 2021,PL,,heat pump small AW,to heat pump bus,2021,2021,TRUE,3690.0
PL heat pump small AW to heat pump bus 2022,PL,,heat pump small AW,to heat pump bus,2022,2022,TRUE,5170.0
PL heat pump small AW to heat pump bus 2023,PL,,heat pump small AW,to heat pump bus,2023,2023,TRUE,5170.0
PL heat storage large tank charge to and from biomass and biogas bus 2020,PL,,heat storage large tank charge,to and from biomass and biogas bus,2020,2020,TRUE,0.0
PL heat storage large tank charge to and from biomass and biogas bus 2021,PL,,heat storage large tank charge,to and from biomass and biogas bus,2021,2021,TRUE,150.0
PL heat storage large tank charge to and from biomass and biogas bus 2022,PL,,heat storage large tank charge,to and from biomass and biogas bus,2022,2022,TRUE,160.0
PL heat storage large tank charge to and from biomass and biogas bus 2023,PL,,heat storage large tank charge,to and from biomass and biogas bus,2023,2023,TRUE,160.0
PL heat storage large tank charge to and from hard coal bus 2020,PL,,heat storage large tank charge,to and from hard coal bus,2020,2020,TRUE,0.0
PL heat storage large tank charge to and from hard coal bus 2021,PL,,heat storage large tank charge,to and from hard coal bus,2021,2021,TRUE,1540.0
